tconst,parentTconst,Season Number,Episode Number,TV-show,Episode Title,Season start year,endYear,channel,IMDB Rating,Number of votes,episodeID
tt3971152,tt1699748,4,12,Hell on Wheels,Thirteen Steps,2014,\N,AMC,8.7,412
tt4021086,tt1699748,4,13,Hell on Wheels,Further West,2014,\N,AMC,8.3,352
tt4253524,tt1699748,5,1,Hell on Wheels,Chinatown,2015,\N,AMC,8.3,369
tt4257268,tt1699748,5,3,Hell on Wheels,White Justice,2015,\N,AMC,8.2,298
tt4257270,tt1699748,5,2,Hell on Wheels,Mei Mei,2015,\N,AMC,8.6,381
tt4257272,tt1699748,5,4,Hell on Wheels,Struck,2015,\N,AMC,8.3,303
tt4257282,tt1699748,5,5,Hell on Wheels,Elixir of Life,2015,\N,AMC,8.4,301
tt4257284,tt1699748,5,7,Hell on Wheels,False Prophets,2015,\N,AMC,8.8,349
tt4257286,tt1699748,5,6,Hell on Wheels,Hungry Ghosts,2015,\N,AMC,8.1,303
tt4257288,tt1699748,5,8,Hell on Wheels,Two Soldiers,2016,\N,AMC,9.0,456
tt4257294,tt1699748,5,9,Hell on Wheels,Return to the Garden,2016,\N,AMC,8.2,286
tt4257296,tt1699748,5,10,Hell on Wheels,61 Degrees,2016,\N,AMC,8.3,279
tt4257302,tt1699748,5,11,Hell on Wheels,Gambit,2016,\N,AMC,8.5,276
tt4257304,tt1699748,5,12,Hell on Wheels,Any Sum Within Reason,2016,\N,AMC,8.7,311
tt4257308,tt1699748,5,13,Hell on Wheels,Railroad Men,2016,\N,AMC,8.9,309
tt4257312,tt1699748,5,14,Hell on Wheels,Done,2016,\N,AMC,9.0,374
tt3374504,tt2543328,1,2,TURN: Washington's Spies,Who by Fire,2014,\N,AMC,8.5,505
tt3381666,tt2543328,1,1,TURN: Washington's Spies,Pilot,2014,\N,AMC,8.5,704
tt3413554,tt2543328,1,3,TURN: Washington's Spies,Of Cabbages and Kings,2014,\N,AMC,8.6,448
tt3484378,tt2543328,1,4,TURN: Washington's Spies,Eternity How Long,2014,\N,AMC,8.5,417
tt3499014,tt2543328,1,6,TURN: Washington's Spies,Mr. Culpeper,2014,\N,AMC,8.8,412
tt3512502,tt2543328,1,5,TURN: Washington's Spies,Epiphany,2014,\N,AMC,8.6,394
tt3561192,tt2543328,1,7,TURN: Washington's Spies,Mercy Moment Murder Measure,2014,\N,AMC,8.8,376
tt3564596,tt2543328,1,8,TURN: Washington's Spies,Challenge,2014,\N,AMC,8.7,371
tt3634906,tt2543328,1,9,TURN: Washington's Spies,Against Thy Neighbor,2014,\N,AMC,8.7,356
tt3638552,tt2543328,1,10,TURN: Washington's Spies,The Battle of Setauket,2014,\N,AMC,9.2,409
tt3825352,tt2543328,2,1,TURN: Washington's Spies,Thoughts of a Free Man,2015,\N,AMC,9.0,360
tt4120336,tt2543328,2,2,TURN: Washington's Spies,Hard Boiled,2015,\N,AMC,9.2,336
tt4191692,tt2543328,2,5,TURN: Washington's Spies,Sealed Fate,2015,\N,AMC,9.1,308
tt4196132,tt2543328,2,3,TURN: Washington's Spies,False Flag,2015,\N,AMC,9.0,313
