tconst,parentTconst,Season Number,Episode Number,TV-show,Episode Title,Season start year,endYear,channel,IMDB Rating,Number of votes,episodeID
tt0749439,tt0306414,2,12,The Wire,Port in a Storm,2003,\N,HBO,8.3,2402,25
tt0749440,tt0306414,3,10,The Wire,Reformation,2004,\N,HBO,8.4,1959,35
tt0749441,tt0306414,1,13,The Wire,Sentencing,2002,\N,HBO,8.4,2667,13
tt0749442,tt0306414,3,9,The Wire,Slapstick,2004,\N,HBO,8.4,1933,34
tt0749443,tt0306414,2,10,The Wire,Storm Warnings,2003,\N,HBO,8.4,2279,23
tt0749444,tt0306414,3,5,The Wire,Straight and True,2004,\N,HBO,8.4,1944,30
tt0749445,tt0306414,2,9,The Wire,Stray Rounds,2003,\N,HBO,8.3,2061,22
tt0749446,tt0306414,1,3,The Wire,The Buys,2002,\N,HBO,8.2,2695,3
tt0749447,tt0306414,1,10,The Wire,The Cost,2002,\N,HBO,8.5,2849,10
tt0749448,tt0306414,1,2,The Wire,The Detail,2002,\N,HBO,8.3,2861,2
tt0749449,tt0306414,1,11,The Wire,The Hunt,2002,\N,HBO,8.4,2526,11
tt0749450,tt0306414,1,5,The Wire,The Pager,2002,\N,HBO,8.3,2478,5
tt0749451,tt0306414,1,1,The Wire,The Target,2002,\N,HBO,8.0,3613,1
tt0749452,tt0306414,1,6,The Wire,The Wire,2002,\N,HBO,8.4,2636,6
tt0749453,tt0306414,3,1,The Wire,Time After Time,2004,\N,HBO,8.1,1998,26
tt0749454,tt0306414,2,5,The Wire,Undertow,2003,\N,HBO,8.2,2008,18
tt0758650,tt0306414,4,7,The Wire,Unto Others,2006,\N,HBO,8.4,1756,44
tt0763093,tt0306414,4,1,The Wire,Boys of Summer,2006,\N,HBO,8.3,1932,38
tt0763094,tt0306414,4,10,The Wire,Misgivings,2006,\N,HBO,8.3,1892,47
tt0763095,tt0306414,4,2,The Wire,Soft Eyes,2006,\N,HBO,8.3,1810,39
tt0763096,tt0306414,4,3,The Wire,Home Rooms,2006,\N,HBO,8.3,1851,40
tt0763097,tt0306414,4,4,The Wire,Refugees,2006,\N,HBO,8.3,1776,41
tt0763098,tt0306414,4,5,The Wire,Alliances,2006,\N,HBO,8.3,1801,42
tt0763099,tt0306414,4,6,The Wire,Margin of Error,2006,\N,HBO,8.3,1864,43
tt0763100,tt0306414,4,9,The Wire,Know Your Place,2006,\N,HBO,8.3,1750,46
tt0782660,tt0306414,4,11,The Wire,A New Day,2006,\N,HBO,8.3,1955,48
tt0796549,tt0306414,4,8,The Wire,Corner Boys,2006,\N,HBO,8.3,1798,45
tt0796550,tt0306414,4,13,The Wire,Final Grades,2006,\N,HBO,8.7,2785,50
tt0796551,tt0306414,4,12,The Wire,That's Got His Own,2006,\N,HBO,8.4,2191,49
tt0977178,tt0306414,5,1,The Wire,More with Less,2008,\N,HBO,8.0,1836,51
tt0977179,tt0306414,5,10,The Wire,-30-,2008,\N,HBO,8.8,3140,60
tt0977180,tt0306414,5,3,The Wire,Not for Attribution,2008,\N,HBO,8.3,1756,53
tt0977181,tt0306414,5,4,The Wire,Transitions,2008,\N,HBO,8.3,1815,54
tt0977182,tt0306414,5,5,The Wire,React Quotes,2008,\N,HBO,8.3,1753,55
tt0977183,tt0306414,5,6,The Wire,The Dickensian Aspect,2008,\N,HBO,8.3,1690,56
tt0977184,tt0306414,5,7,The Wire,Took,2008,\N,HBO,8.3,1720,57
tt0977185,tt0306414,5,8,The Wire,Clarifications,2008,\N,HBO,8.3,1888,58
tt0977186,tt0306414,5,9,The Wire,Late Editions,2008,\N,HBO,8.4,2167,59
tt0985516,tt0306414,5,2,The Wire,Unconfirmed Reports,2008,\N,HBO,8.1,1734,52
tt0698608,tt0159206,4,17,Sex and the City,A 'Vogue' Idea,2002,\N,HBO,7.2,318,65
tt0698609,tt0159206,6,9,Sex and the City,A Woman's Right to Shoes,2003,\N,HBO,7.6,345,83
tt0698610,tt0159206,4,14,Sex and the City,All That Glitters,2002,\N,HBO,7.6,325,62
tt0698611,tt0159206,3,10,Sex and the City,All or Nothing,2000,\N,HBO,7.5,317,40
tt0698612,tt0159206,6,20,Sex and the City,An American Girl in Paris: Part Deux,2004,\N,HBO,8.8,705,94
tt0698613,tt0159206,6,19,Sex and the City,An American Girl in Paris: Part Une,2004,\N,HBO,8.0,437,93
tt0698614,tt0159206,5,1,Sex and the City,Anchors Away,2002,\N,HBO,7.3,345,67
tt0698615,tt0159206,3,6,Sex and the City,Are We Sluts?,2000,\N,HBO,7.6,330,36
tt0698616,tt0159206,3,3,Sex and the City,Attack of the Five Foot Ten Woman,2000,\N,HBO,7.5,326,33
tt0698617,tt0159206,4,6,Sex and the City,"Baby, Talk Is Cheap",2001,\N,HBO,7.1,312,54
tt0698618,tt0159206,1,3,Sex and the City,Bay of Married Pigs,1998,\N,HBO,7.4,489,3
tt0698619,tt0159206,4,10,Sex and the City,Belles of the Balls,2001,\N,HBO,7.4,322,58
tt0698620,tt0159206,3,4,Sex and the City,"Boy, Girl, Boy, Girl...",2000,\N,HBO,7.3,365,34
tt0698621,tt0159206,6,10,Sex and the City,"Boy, Interrupted",2003,\N,HBO,7.4,353,84
tt0698622,tt0159206,6,15,Sex and the City,Catch-38,2004,\N,HBO,7.2,312,89
tt0698623,tt0159206,4,15,Sex and the City,Change of a Dress,2002,\N,HBO,7.3,316,63
tt0698624,tt0159206,3,18,Sex and the City,Cock-a-Doodle-Do,2000,\N,HBO,7.8,350,48
tt0698625,tt0159206,4,11,Sex and the City,"Coulda, Woulda, Shoulda",2001,\N,HBO,7.7,331,59
tt0698626,tt0159206,5,4,Sex and the City,Cover Girl,2002,\N,HBO,7.3,296,70
tt0698627,tt0159206,5,6,Sex and the City,Critical Condition,2002,\N,HBO,7.4,303,72
tt0698628,tt0159206,4,3,Sex and the City,Defining Moments,2001,\N,HBO,7.0,326,51
tt0698629,tt0159206,3,12,Sex and the City,"Don't Ask, Don't Tell",2000,\N,HBO,8.0,341,42
tt0698630,tt0159206,3,7,Sex and the City,Drama Queens,2000,\N,HBO,7.3,315,37
tt0698631,tt0159206,3,9,Sex and the City,"Easy Come, Easy Go",2000,\N,HBO,7.6,344,39
tt0698632,tt0159206,3,13,Sex and the City,Escape from New York,2000,\N,HBO,7.3,371,43
tt0698633,tt0159206,2,11,Sex and the City,Evolution,1999,\N,HBO,7.3,360,23
tt0698634,tt0159206,2,18,Sex and the City,Ex and the City,1999,\N,HBO,8.1,428,30
tt0698635,tt0159206,2,5,Sex and the City,Four Women and a Funeral,1999,\N,HBO,7.1,378,17
tt0698636,tt0159206,3,16,Sex and the City,Frenemies,2000,\N,HBO,7.4,328,46
tt0698637,tt0159206,2,13,Sex and the City,Games People Play,1999,\N,HBO,7.4,355,25
tt0698638,tt0159206,4,5,Sex and the City,Ghost Town,2001,\N,HBO,7.2,324,53
tt0698639,tt0159206,6,2,Sex and the City,Great Sexpectations,2003,\N,HBO,7.3,316,76
tt0698640,tt0159206,6,6,Sex and the City,"Hop, Skip, and a Week",2003,\N,HBO,7.5,311,80
tt0698641,tt0159206,3,15,Sex and the City,Hot Child in the City,2000,\N,HBO,8.0,383,45
tt0698642,tt0159206,4,18,Sex and the City,I Heart NY,2002,\N,HBO,8.0,404,66
tt0698643,tt0159206,5,8,Sex and the City,I Love a Charade,2002,\N,HBO,7.7,324,74
tt0698644,tt0159206,4,12,Sex and the City,Just Say Yes,2001,\N,HBO,7.6,299,60
tt0698645,tt0159206,2,12,Sex and the City,La Douleur Exquise!,1999,\N,HBO,7.8,376,24
tt0698646,tt0159206,6,13,Sex and the City,Let There Be Light,2004,\N,HBO,7.1,303,87
tt0698647,tt0159206,6,5,Sex and the City,"Lights, Camera, Relationship",2003,\N,HBO,7.5,289,79
tt0698648,tt0159206,5,3,Sex and the City,Luck Be an Old Lady,2002,\N,HBO,7.5,310,69
tt0698649,tt0159206,1,2,Sex and the City,Models and Mortals,1998,\N,HBO,7.3,554,2
tt0698650,tt0159206,4,8,Sex and the City,"My Motherboard, My Self",2001,\N,HBO,7.9,367,56
tt0698651,tt0159206,3,5,Sex and the City,"No Ifs, Ands or Butts",2000,\N,HBO,7.3,325,35
tt0698652,tt0159206,1,12,Sex and the City,Oh Come All Ye Faithful,1998,\N,HBO,7.5,412,12
tt0698653,tt0159206,2,9,Sex and the City,"Old Dogs, New Dicks",1999,\N,HBO,7.1,355,21
tt0698654,tt0159206,6,12,Sex and the City,One,2003,\N,HBO,7.8,353,86
tt0698655,tt0159206,6,16,Sex and the City,Out of the Frying Pan,2004,\N,HBO,7.4,308,90
tt0698656,tt0159206,6,4,Sex and the City,"Pick-a-Little, Talk-a-Little",2003,\N,HBO,7.3,293,78
tt0698657,tt0159206,5,5,Sex and the City,Plus One Is the Loneliest Number,2002,\N,HBO,7.4,301,71
tt0698658,tt0159206,3,2,Sex and the City,Politically Erect,2000,\N,HBO,7.6,340,32
tt0698659,tt0159206,4,16,Sex and the City,Ring a Ding Ding,2002,\N,HBO,7.4,297,64
tt0698660,tt0159206,3,11,Sex and the City,Running with Scissors,2000,\N,HBO,7.8,331,41
tt0698661,tt0159206,1,6,Sex and the City,Secret Sex,1998,\N,HBO,7.4,431,6
tt0698662,tt0159206,3,14,Sex and the City,Sex and Another City,2000,\N,HBO,7.3,333,44
tt0698663,tt0159206,1,1,Sex and the City,Sex and the City,1998,\N,HBO,7.3,719,1
tt0698664,tt0159206,4,9,Sex and the City,Sex and the Country,2001,\N,HBO,7.1,318,57
tt0698665,tt0159206,2,15,Sex and the City,Shortcomings,1999,\N,HBO,7.6,357,27
tt0698666,tt0159206,6,18,Sex and the City,Splat!,2004,\N,HBO,7.6,352,92
tt0698667,tt0159206,2,1,Sex and the City,Take Me Out to the Ball Game,1999,\N,HBO,7.7,411,13
tt0698668,tt0159206,4,1,Sex and the City,The Agony and the Ex-tacy,2001,\N,HBO,7.6,369,49
tt0698669,tt0159206,2,2,Sex and the City,The Awful Truth,1999,\N,HBO,7.3,373,14
tt0698670,tt0159206,1,10,Sex and the City,The Baby Shower,1998,\N,HBO,7.5,413,10
tt0698671,tt0159206,5,7,Sex and the City,The Big Journey,2002,\N,HBO,7.3,294,73
tt0698672,tt0159206,3,8,Sex and the City,The Big Time,2000,\N,HBO,7.4,320,38
tt0698673,tt0159206,2,10,Sex and the City,The Caste System,1999,\N,HBO,7.5,350,22
tt0698674,tt0159206,6,8,Sex and the City,The Catch,2003,\N,HBO,7.7,333,82
tt0698675,tt0159206,2,6,Sex and the City,The Cheating Curve,1999,\N,HBO,7.4,366,18
tt0698676,tt0159206,2,7,Sex and the City,The Chicken Dance,1999,\N,HBO,7.4,358,19
tt0698677,tt0159206,6,17,Sex and the City,The Cold War,2004,\N,HBO,7.1,308,91
tt0698678,tt0159206,6,11,Sex and the City,The Domino Effect,2003,\N,HBO,7.5,315,85
tt0698679,tt0159206,1,11,Sex and the City,The Drought,1998,\N,HBO,7.7,419,11
tt0698680,tt0159206,2,3,Sex and the City,The Freak Show,1999,\N,HBO,7.6,384,15
tt0698681,tt0159206,2,14,Sex and the City,The Fuck Buddy,1999,\N,HBO,7.3,356,26
tt0698682,tt0159206,4,13,Sex and the City,The Good Fight,2002,\N,HBO,7.7,326,61
tt0698683,tt0159206,6,14,Sex and the City,The Ick Factor,2004,\N,HBO,7.6,315,88
tt0698684,tt0159206,2,8,Sex and the City,"The Man, the Myth, the Viagra",1999,\N,HBO,7.8,383,20
tt0698685,tt0159206,1,7,Sex and the City,The Monogamists,1998,\N,HBO,7.3,425,7
tt0698686,tt0159206,6,3,Sex and the City,The Perfect Present,2003,\N,HBO,7.2,297,77
tt0698687,tt0159206,6,7,Sex and the City,The Post-It Always Sticks Twice,2003,\N,HBO,7.8,380,81
tt0698688,tt0159206,1,5,Sex and the City,The Power of Female Sex,1998,\N,HBO,7.3,455,5
tt0698689,tt0159206,4,2,Sex and the City,The Real Me,2001,\N,HBO,8.1,456,50
tt0698690,tt0159206,1,9,Sex and the City,The Turtle and the Hare,1998,\N,HBO,7.4,412,9
tt0698691,tt0159206,2,4,Sex and the City,"They Shoot Single People, Don't They?",1999,\N,HBO,7.7,403,16
tt0698692,tt0159206,1,8,Sex and the City,Three's a Crowd,1998,\N,HBO,7.4,414,8
tt0698693,tt0159206,4,7,Sex and the City,Time and Punishment,2001,\N,HBO,7.3,317,55
tt0698694,tt0159206,6,1,Sex and the City,"To Market, to Market",2003,\N,HBO,7.5,319,75
tt0698695,tt0159206,2,17,Sex and the City,Twenty-Something Girls vs. Thirty-Something Women,1999,\N,HBO,7.9,381,29
tt0698696,tt0159206,5,2,Sex and the City,Unoriginal Sin,2002,\N,HBO,7.3,294,68
tt0698697,tt0159206,1,4,Sex and the City,Valley of the Twenty-Something Guys,1998,\N,HBO,7.5,477,4
tt0698698,tt0159206,2,16,Sex and the City,Was It Good for You?,1999,\N,HBO,7.6,332,28
tt0698699,tt0159206,3,17,Sex and the City,What Goes Around Comes Around,2000,\N,HBO,7.6,333,47
tt0698700,tt0159206,4,4,Sex and the City,What's Sex Got to Do with It?,2001,\N,HBO,7.1,316,52
tt0698701,tt0159206,3,1,Sex and the City,Where There's Smoke...,2000,\N,HBO,7.6,360,31
tt3222784,tt2575988,1,1,Silicon Valley,Minimum Viable Product,2014,\N,HBO,7.8,1929,1
tt3380250,tt2575988,1,3,Silicon Valley,Articles of Incorporation,2014,\N,HBO,8.2,1482,3
tt3388032,tt2575988,1,7,Silicon Valley,Proof of Concept,2014,\N,HBO,8.6,1430,7
tt3467892,tt2575988,1,5,Silicon Valley,Signaling Risk,2014,\N,HBO,8.4,1412,5
tt3557356,tt2575988,1,6,Silicon Valley,Third Party Insourcing,2014,\N,HBO,8.5,1430,6
tt3557358,tt2575988,1,8,Silicon Valley,Optimal Tip-To-Tip Efficiency,2014,\N,HBO,9.4,2661,8
tt3668330,tt2575988,1,4,Silicon Valley,Fiduciary Duties,2014,\N,HBO,7.8,1360,4
tt3668816,tt2575988,1,2,Silicon Valley,The Cap Table,2014,\N,HBO,7.9,1535,2
tt3682540,tt2575988,2,1,Silicon Valley,Sand Hill Shuffle,2015,\N,HBO,8.4,1365,9
tt3682586,tt2575988,2,4,Silicon Valley,The Lady,2015,\N,HBO,8.0,1104,12
tt3682588,tt2575988,2,7,Silicon Valley,Adult Content,2015,\N,HBO,8.5,1111,15
tt3682590,tt2575988,2,5,Silicon Valley,Server Space,2015,\N,HBO,8.2,1097,13
tt3682592,tt2575988,2,6,Silicon Valley,Homicide,2015,\N,HBO,8.8,1316,14
tt3682600,tt2575988,2,2,Silicon Valley,Runaway Devaluation,2015,\N,HBO,8.1,1142,10
tt3682604,tt2575988,2,8,Silicon Valley,White Hat/Black Hat,2015,\N,HBO,8.4,1145,16
tt3682606,tt2575988,2,3,Silicon Valley,Bad Money,2015,\N,HBO,8.2,1129,11
tt4185454,tt2575988,2,9,Silicon Valley,Binding Arbitration,2015,\N,HBO,8.8,1187,17
tt4185460,tt2575988,2,10,Silicon Valley,Two Days of the Condor,2015,\N,HBO,9.3,1684,18
tt4633480,tt2575988,3,1,Silicon Valley,Founder Friendly,2016,\N,HBO,8.3,1156,19
tt5218398,tt2575988,3,2,Silicon Valley,Two in the Box,2016,\N,HBO,8.1,1006,20
tt5218400,tt2575988,3,3,Silicon Valley,Meinertzhagen's Haversack,2016,\N,HBO,8.7,1133,21
tt5218414,tt2575988,3,4,Silicon Valley,Maleant Data Systems Solutions,2016,\N,HBO,8.7,1035,22
tt5218422,tt2575988,3,5,Silicon Valley,The Empty Chair,2016,\N,HBO,8.1,938,23
tt5218484,tt2575988,3,6,Silicon Valley,Bachmanity Insanity,2016,\N,HBO,8.2,975,24
tt5218490,tt2575988,3,7,Silicon Valley,To Build a Better Beta,2016,\N,HBO,8.4,926,25
tt5218496,tt2575988,3,8,Silicon Valley,Bachman's Earning's Over-Ride,2016,\N,HBO,8.6,908,26
tt5218498,tt2575988,3,9,Silicon Valley,Daily Active Users,2016,\N,HBO,8.3,937,27
tt5218514,tt2575988,3,10,Silicon Valley,The Uptick,2016,\N,HBO,8.7,1041,28
tt5654084,tt2575988,4,1,Silicon Valley,Success Failure,2017,\N,HBO,8.2,1084,29
tt5915160,tt2575988,4,7,Silicon Valley,The Patent Troll,2017,\N,HBO,8.0,794,35
tt6245460,tt2575988,4,2,Silicon Valley,Terms of Service,2017,\N,HBO,8.6,1028,30
tt6245462,tt2575988,4,3,Silicon Valley,Intellectual Property,2017,\N,HBO,8.6,956,31
tt6267504,tt2575988,4,4,Silicon Valley,Teambuilding Exercise,2017,\N,HBO,8.2,860,32
tt6267506,tt2575988,4,5,Silicon Valley,The Blood Boy,2017,\N,HBO,8.1,862,33
tt6267508,tt2575988,4,6,Silicon Valley,Customer Service,2017,\N,HBO,8.0,834,34
tt6267510,tt2575988,4,8,Silicon Valley,The Keenan Vortex,2017,\N,HBO,8.1,784,36
tt6267512,tt2575988,4,9,Silicon Valley,Hooli-Con,2017,\N,HBO,8.4,828,37
tt6267514,tt2575988,4,10,Silicon Valley,Server Error,2017,\N,HBO,8.5,915,38
tt6973218,tt2575988,5,1,Silicon Valley,Grow Fast or Die Slow,2018,\N,HBO,8.1,912,39
tt7332088,tt2575988,5,2,Silicon Valley,Reorientation,2018,\N,HBO,7.8,830,40
tt7332098,tt2575988,5,3,Silicon Valley,Chief Operating Officer,2018,\N,HBO,8.3,827,41
tt7761624,tt2575988,5,4,Silicon Valley,Tech Evangelist,2018,\N,HBO,7.7,740,42
tt7864446,tt2575988,5,5,Silicon Valley,Facial Recognition,2018,\N,HBO,8.1,759,43
tt8059634,tt2575988,5,8,Silicon Valley,Fifty-One Percent,2018,\N,HBO,9.2,1343,46
tt8061210,tt2575988,5,6,Silicon Valley,Artificial Emotional Intelligence,2018,\N,HBO,7.9,683,44
tt8074910,tt2575988,5,7,Silicon Valley,Initial Coin Offering,2018,\N,HBO,8.0,657,45
tt4766572,tt3920596,1,1,Big Little Lies,Somebody's Dead,2017,\N,HBO,8.2,3186,1
tt4817386,tt3920596,1,2,Big Little Lies,Serious Mothering,2017,\N,HBO,8.3,2659,2
tt4959736,tt3920596,1,3,Big Little Lies,Living the Dream,2017,\N,HBO,8.5,2520,3
tt4959740,tt3920596,1,4,Big Little Lies,Push Comes to Shove,2017,\N,HBO,8.3,2375,4
tt4959742,tt3920596,1,5,Big Little Lies,Once Bitten,2017,\N,HBO,8.8,2519,5
tt5251466,tt3920596,1,6,Big Little Lies,Burning Love,2017,\N,HBO,8.7,2368,6
tt5251470,tt3920596,1,7,Big Little Lies,You Get What You Need,2017,\N,HBO,9.5,4384,7
tt1245384,tt0185906,1,1,Band of Brothers,Currahee,2001,\N,HBO,8.5,5069,1
tt1247462,tt0185906,1,6,Band of Brothers,Bastogne,2001,\N,HBO,8.8,4379,6
tt1247463,tt0185906,1,3,Band of Brothers,Carentan,2001,\N,HBO,8.6,4209,3
tt1247464,tt0185906,1,5,Band of Brothers,Crossroads,2001,\N,HBO,8.5,3900,5
tt1247465,tt0185906,1,2,Band of Brothers,Day of Days,2001,\N,HBO,8.8,4661,2
tt1247466,tt0185906,1,10,Band of Brothers,Points,2001,\N,HBO,8.7,3712,10
tt1247467,tt0185906,1,4,Band of Brothers,Replacements,2001,\N,HBO,8.5,3960,4
tt1247468,tt0185906,1,7,Band of Brothers,The Breaking Point,2001,\N,HBO,8.9,4170,7
tt1247469,tt0185906,1,8,Band of Brothers,The Last Patrol,2001,\N,HBO,8.4,3566,8
tt1247470,tt0185906,1,9,Band of Brothers,Why We Fight,2001,\N,HBO,9.0,4461,9
tt0688349,tt0384766,1,3,Rome,An Owl in a Thornbush,2005,\N,HBO,8.2,1378,3
tt0688350,tt0384766,1,8,Rome,Caesarion,2005,\N,HBO,8.6,1283,8
tt0688351,tt0384766,1,6,Rome,Egeria,2005,\N,HBO,8.3,1276,6
tt0688352,tt0384766,1,2,Rome,How Titus Pullo Brought Down the Republic,2005,\N,HBO,8.4,1499,2
tt0688353,tt0384766,1,7,Rome,Pharsalus,2005,\N,HBO,8.6,1247,7
tt0688354,tt0384766,1,4,Rome,Stealing from Saturn,2005,\N,HBO,8.2,1324,4
tt0688355,tt0384766,1,12,Rome,Kalends of February,2005,\N,HBO,9.2,1512,12
tt0688356,tt0384766,1,5,Rome,The Ram Has Touched the Wall,2005,\N,HBO,8.3,1340,5
tt0688357,tt0384766,1,11,Rome,The Spoils,2005,\N,HBO,9.0,1409,11
tt0688358,tt0384766,1,1,Rome,The Stolen Eagle,2005,\N,HBO,8.1,1769,1
tt0688359,tt0384766,1,10,Rome,Triumph,2005,\N,HBO,8.5,1208,10
tt0688360,tt0384766,1,9,Rome,Utica,2005,\N,HBO,8.5,1217,9
tt0836442,tt0384766,2,6,Rome,Philippi,2007,\N,HBO,8.8,1208,18
tt0854006,tt0384766,2,1,Rome,Passover,2007,\N,HBO,8.8,1294,13
tt0901364,tt0384766,2,8,Rome,A Necessary Fiction,2007,\N,HBO,8.7,1109,20
tt0901365,tt0384766,2,10,Rome,De Patre Vostro (About Your Father),2007,\N,HBO,9.0,1373,22
tt0901366,tt0384766,2,7,Rome,Death Mask,2007,\N,HBO,8.3,1110,19
tt0901367,tt0384766,2,9,Rome,Deus Impeditio Esuritori Nullus (No God Can Stop a Hungry Man),2007,\N,HBO,8.8,1131,21
tt0901368,tt0384766,2,5,Rome,Heroes of the Republic,2007,\N,HBO,8.4,1113,17
tt0901369,tt0384766,2,2,Rome,Son of Hades,2007,\N,HBO,8.6,1183,14
tt0901370,tt0384766,2,4,Rome,Testudo et Lepus (The Tortoise and the Hare),2007,\N,HBO,8.6,1157,16
tt0901371,tt0384766,2,3,Rome,These Being the Words of Marcus Tullius Cicero,2007,\N,HBO,8.4,1147,15
