tconst,parentTconst,seasonNumber,episodeNumber,TV-show,primaryTitle_y,startYear,endYear,channel,averageRating,numVotes,episodeID
tt3908490,tt2661044,2,2,The 100,Inclement Weather,2014,\N,CW,8.5,3127,15
tt3960198,tt2661044,2,3,The 100,Reapercussions,2014,\N,CW,8.4,3011,16
tt3967166,tt2661044,2,4,The 100,Many Happy Returns,2014,\N,CW,8.4,3020,17
tt3967172,tt2661044,2,5,The 100,Human Trials,2014,\N,CW,8.6,3204,18
tt3970230,tt2661044,2,6,The 100,Fog of War,2014,\N,CW,8.5,3060,19
tt3970232,tt2661044,2,7,The 100,Long Into an Abyss,2014,\N,CW,8.7,3159,20
tt3970236,tt2661044,2,8,The 100,Spacewalker,2014,\N,CW,9.0,3866,21
tt3970238,tt2661044,2,9,The 100,Remember Me,2015,\N,CW,8.4,3007,22
tt3986334,tt2661044,2,10,The 100,Survival of the Fittest,2015,\N,CW,8.4,2994,23
tt3986336,tt2661044,2,11,The 100,Coup de Grâce,2015,\N,CW,8.9,3219,24
tt3986340,tt2661044,2,12,The 100,Rubicon,2015,\N,CW,8.7,3068,25
tt3986342,tt2661044,2,13,The 100,Resurrection,2015,\N,CW,8.8,3144,26
tt3986344,tt2661044,2,15,The 100,Blood Must Have Blood: Part 1,2015,\N,CW,8.9,3570,28
tt3986348,tt2661044,2,14,The 100,Bodyguard of Lies,2015,\N,CW,9.0,3751,27
tt3986350,tt2661044,2,16,The 100,Blood Must Have Blood: Part 2,2015,\N,CW,9.3,4921,29
tt4346790,tt2661044,3,1,The 100,Wanheda: Part 1,2016,\N,CW,8.1,4308,30
tt4731490,tt2661044,3,2,The 100,Wanheda: Part 2,2016,\N,CW,8.6,4018,31
tt4731492,tt2661044,3,4,The 100,Watch the Thrones,2016,\N,CW,8.8,4417,33
tt4731494,tt2661044,3,3,The 100,Ye Who Enter Here,2016,\N,CW,9.0,4742,32
tt4731496,tt2661044,3,5,The 100,Hakeldama,2016,\N,CW,8.4,3854,34
tt4731498,tt2661044,3,6,The 100,Bitter Harvest,2016,\N,CW,8.5,4070,35
tt4731502,tt2661044,3,7,The 100,Thirteen,2016,\N,CW,6.0,10964,36
tt4799894,tt2661044,3,8,The 100,Terms and Conditions,2016,\N,CW,6.2,8070,37
tt4799896,tt2661044,3,9,The 100,Stealing Fire,2016,\N,CW,6.4,7471,38
tt4799898,tt2661044,3,10,The 100,Fallen,2016,\N,CW,6.5,7107,39
tt4799900,tt2661044,3,12,The 100,Demons,2016,\N,CW,6.9,5924,41
tt4799902,tt2661044,3,11,The 100,Nevermore,2016,\N,CW,7.1,7547,40
tt4799908,tt2661044,3,13,The 100,Join or Die,2016,\N,CW,7.1,5595,42
tt5073498,tt2661044,3,15,The 100,Perverse Instantiation: Part One,2016,\N,CW,7.3,5463,44
tt5242868,tt2661044,3,14,The 100,Red Sky at Morning,2016,\N,CW,7.1,5254,43
tt5289986,tt2661044,3,16,The 100,Perverse Instantiation: Part Two,2016,\N,CW,7.5,4821,45
tt5540928,tt2661044,4,1,The 100,Echoes,2017,\N,CW,7.8,2906,46
tt5904036,tt2661044,4,2,The 100,Heavy Lies the Crown,2017,\N,CW,8.0,2257,47
tt6009796,tt2661044,4,3,The 100,The Four Horsemen,2017,\N,CW,8.3,2439,48
tt6031686,tt2661044,4,4,The 100,A Lie Guarded,2017,\N,CW,8.3,2008,49
tt6035900,tt2661044,4,5,The 100,The Tinder Box,2017,\N,CW,8.5,1859,50
tt6075396,tt2661044,4,6,The 100,We Will Rise,2017,\N,CW,8.1,1598,51
tt6114888,tt2661044,4,7,The 100,Gimme Shelter,2017,\N,CW,8.1,1544,52
tt6134090,tt2661044,4,8,The 100,God Complex,2017,\N,CW,8.3,1538,53
tt6181020,tt2661044,4,9,The 100,DNR,2017,\N,CW,8.2,1449,54
tt6181030,tt2661044,4,11,The 100,The Other Side,2017,\N,CW,8.4,1533,56
tt6181034,tt2661044,4,12,The 100,The Chosen,2017,\N,CW,9.0,1724,57
tt6181036,tt2661044,4,13,The 100,Praimfaya,2017,\N,CW,9.3,2705,58
tt6633090,tt2661044,5,1,The 100,Eden,2018,\N,CW,9.0,2373,59
tt6681358,tt2661044,4,10,The 100,"Die All, Die Merrily",2017,\N,CW,9.3,2326,55
tt7164068,tt2661044,5,2,The 100,Red Queen,2018,\N,CW,9.0,1893,60
tt7164070,tt2661044,5,3,The 100,Sleeping Giants,2018,\N,CW,9.3,1941,61
tt7214516,tt2661044,5,4,The 100,Pandora's Box,2018,\N,CW,9.0,1560,62
tt7228342,tt2661044,5,5,The 100,Shifting Sands,2018,\N,CW,8.7,1347,63
tt7228346,tt2661044,5,6,The 100,Exit Wounds,2018,\N,CW,8.6,1186,64
tt7228352,tt2661044,5,7,The 100,Acceptable Losses,2018,\N,CW,8.6,1083,65
tt7228356,tt2661044,5,9,The 100,Sic Semper Tyrannis,2018,\N,CW,9.0,1099,67
tt7228358,tt2661044,5,8,The 100,How We Get to Peace,2018,\N,CW,8.9,1139,66
tt7228362,tt2661044,5,10,The 100,The Warriors Will,2018,\N,CW,8.6,1012,68
tt7228364,tt2661044,5,11,The 100,The Dark Year,2018,\N,CW,8.8,1027,69
tt7228366,tt2661044,5,13,The 100,Damocles: Part Two,2018,\N,CW,9.8,3006,71
tt7228370,tt2661044,5,12,The 100,Damocles: Part One,2018,\N,CW,9.2,1317,70
tt1036062,tt0397442,1,1,Gossip Girl,Pilot,2007,\N,CW,7.6,1093,1
tt1036063,tt0397442,1,10,Gossip Girl,"Hi, Society",2007,\N,CW,7.8,645,10
tt1036064,tt0397442,1,11,Gossip Girl,Roman Holiday,2007,\N,CW,7.5,592,11
tt1036065,tt0397442,1,12,Gossip Girl,School Lies,2008,\N,CW,7.5,585,12
tt1036066,tt0397442,1,13,Gossip Girl,A Thin Line Between Chuck and Nate,2008,\N,CW,7.8,594,13
tt1036067,tt0397442,1,2,Gossip Girl,The Wild Brunch,2007,\N,CW,7.6,773,2
tt1036068,tt0397442,1,3,Gossip Girl,Poison Ivy,2007,\N,CW,7.6,652,3
tt1036069,tt0397442,1,4,Gossip Girl,Bad News Blair,2007,\N,CW,7.5,658,4
tt1036070,tt0397442,1,5,Gossip Girl,Dare Devil,2007,\N,CW,7.7,632,5
tt1036071,tt0397442,1,6,Gossip Girl,The Handmaiden's Tale,2007,\N,CW,7.4,613,6
tt1036072,tt0397442,1,7,Gossip Girl,Victor/Victrola,2007,\N,CW,7.9,796,7
tt1036073,tt0397442,1,8,Gossip Girl,Seventeen Candles,2007,\N,CW,7.8,615,8
tt1036074,tt0397442,1,9,Gossip Girl,Blair Waldorf Must Pie!,2007,\N,CW,7.4,608,9
tt1122270,tt0397442,1,14,Gossip Girl,The Blair Bitch Project,2008,\N,CW,7.8,630,14
tt1122271,tt0397442,1,15,Gossip Girl,Desperately Seeking Serena,2008,\N,CW,7.7,575,15
tt1122272,tt0397442,1,16,Gossip Girl,All About My Brother,2008,\N,CW,7.8,611,16
tt1122273,tt0397442,1,17,Gossip Girl,Woman on the Verge,2008,\N,CW,7.8,572,17
tt1122274,tt0397442,1,18,Gossip Girl,Much 'I Do' About Nothing,2008,\N,CW,7.8,621,18
tt1260025,tt0397442,2,1,Gossip Girl,Summer Kind of Wonderful,2008,\N,CW,8.0,751,19
tt1266845,tt0397442,2,10,Gossip Girl,Bonfire of the Vanity,2008,\N,CW,7.8,451,28
tt1266846,tt0397442,2,11,Gossip Girl,The Magnificent Archibalds,2008,\N,CW,7.8,449,29
tt1266847,tt0397442,2,12,Gossip Girl,It's a Wonderful Lie,2008,\N,CW,7.8,484,30
tt1266848,tt0397442,2,13,Gossip Girl,"O Brother, Where Bart Thou?",2008,\N,CW,8.2,649,31
tt1266849,tt0397442,2,14,Gossip Girl,In the Realm of the Basses,2009,\N,CW,7.8,489,32
tt1266850,tt0397442,2,15,Gossip Girl,Gone with the Will,2009,\N,CW,7.8,464,33
tt1266851,tt0397442,2,16,Gossip Girl,You've Got Yale!,2009,\N,CW,7.8,489,34
tt1266852,tt0397442,2,17,Gossip Girl,Carrnal Knowledge,2009,\N,CW,7.7,487,35
tt1266853,tt0397442,2,18,Gossip Girl,The Age of Dissonance,2009,\N,CW,7.7,456,36
tt1266854,tt0397442,2,19,Gossip Girl,The Grandfather,2009,\N,CW,7.6,415,37
tt1266855,tt0397442,2,2,Gossip Girl,Never Been Marcused,2008,\N,CW,7.7,503,20
tt1266856,tt0397442,2,20,Gossip Girl,Remains of the J,2009,\N,CW,7.6,411,38
tt1266857,tt0397442,2,21,Gossip Girl,Seder Anything,2009,\N,CW,7.8,428,39
tt1266859,tt0397442,2,3,Gossip Girl,The Dark Night,2008,\N,CW,7.8,522,21
tt1266860,tt0397442,2,4,Gossip Girl,The Ex-Files,2008,\N,CW,7.7,507,22
tt1266861,tt0397442,2,5,Gossip Girl,The Serena Also Rises,2008,\N,CW,7.8,509,23
tt1266862,tt0397442,2,6,Gossip Girl,New Haven Can Wait,2008,\N,CW,7.8,498,24
tt1266863,tt0397442,2,7,Gossip Girl,Chuck in Real Life,2008,\N,CW,7.8,527,25
tt1266864,tt0397442,2,8,Gossip Girl,Pret-a-Poor-J,2008,\N,CW,8.0,567,26
tt1266865,tt0397442,2,9,Gossip Girl,There Might be Blood,2008,\N,CW,7.9,498,27
tt1392843,tt0397442,2,25,Gossip Girl,The Goodbye Gossip Girl,2009,\N,CW,8.3,687,43
tt1392844,tt0397442,2,23,Gossip Girl,The Wrath of Con,2009,\N,CW,7.7,448,41
tt1393347,tt0397442,2,24,Gossip Girl,Valley Girls,2009,\N,CW,7.8,620,42
tt1418308,tt0397442,2,22,Gossip Girl,Southern Gentlemen Prefer Blondes,2009,\N,CW,7.8,409,40
tt1472692,tt0397442,3,1,Gossip Girl,Reversals of Fortune,2009,\N,CW,7.7,498,44
tt1475854,tt0397442,3,2,Gossip Girl,The Freshmen,2009,\N,CW,7.8,408,45
tt1498656,tt0397442,3,4,Gossip Girl,Dan de Fleurette,2009,\N,CW,7.8,442,47
tt1498657,tt0397442,3,3,Gossip Girl,The Lost Boy,2009,\N,CW,7.7,418,46
tt1505557,tt0397442,3,6,Gossip Girl,Enough About Eve,2009,\N,CW,7.7,410,49
tt1505558,tt0397442,3,7,Gossip Girl,How to Succeed in Bassness,2009,\N,CW,7.8,385,50
tt1505559,tt0397442,3,5,Gossip Girl,Rufus Getting Married,2009,\N,CW,7.8,400,48
tt1505560,tt0397442,3,8,Gossip Girl,The Grandfather: Part II,2009,\N,CW,7.7,372,51
tt1518720,tt0397442,3,10,Gossip Girl,The Last Days of Disco Stick,2009,\N,CW,7.7,413,53
tt1518721,tt0397442,3,9,Gossip Girl,"They Shoot Humphreys, Don't They?",2009,\N,CW,7.8,411,52
tt1548668,tt0397442,3,11,Gossip Girl,The Treasure of Serena Madre,2009,\N,CW,7.7,408,54
tt1553485,tt0397442,3,13,Gossip Girl,The Hurt Locket,2010,\N,CW,7.3,387,56
tt1553486,tt0397442,3,12,Gossip Girl,The Debarted,2009,\N,CW,7.8,436,55
tt1562508,tt0397442,3,14,Gossip Girl,The Lady Vanished,2010,\N,CW,7.3,361,57
tt1564637,tt0397442,3,15,Gossip Girl,The Sixteen Year Old Virgin,2010,\N,CW,7.4,350,58
tt1576522,tt0397442,3,16,Gossip Girl,The Empire Strikes Jack,2010,\N,CW,7.2,352,59
tt1586862,tt0397442,3,17,Gossip Girl,Inglourious Bassterds,2010,\N,CW,7.8,358,60
tt1586863,tt0397442,3,18,Gossip Girl,The Unblairable Lightness of Being,2010,\N,CW,7.7,363,61
tt1605236,tt0397442,3,19,Gossip Girl,Dr. Estrangeloved,2010,\N,CW,7.3,336,62
tt1605237,tt0397442,3,20,Gossip Girl,"It's a Dad, Dad, Dad, Dad World",2010,\N,CW,7.1,354,63
tt1609310,tt0397442,3,22,Gossip Girl,"Last Tango, Then Paris",2010,\N,CW,7.8,464,65
tt1609605,tt0397442,3,21,Gossip Girl,Ex-Husbands and Wives,2010,\N,CW,7.7,341,64
tt1635985,tt0397442,4,1,Gossip Girl,Belles de Jour,2010,\N,CW,7.8,495,66
tt1635986,tt0397442,4,10,Gossip Girl,Gaslit,2010,\N,CW,7.8,345,75
tt1635987,tt0397442,4,11,Gossip Girl,The Townie,2010,\N,CW,7.7,391,76
tt1635988,tt0397442,4,12,Gossip Girl,The Kids Are Not All Right,2011,\N,CW,7.6,323,77
tt1635989,tt0397442,4,13,Gossip Girl,Damien Darko,2011,\N,CW,7.6,310,78
tt1635990,tt0397442,4,14,Gossip Girl,Panic Roommate,2011,\N,CW,6.9,340,79
tt1635991,tt0397442,4,15,Gossip Girl,It-Girl Happened One Night,2011,\N,CW,7.1,330,80
tt1635992,tt0397442,4,16,Gossip Girl,While You Weren't Sleeping,2011,\N,CW,7.4,333,81
tt1635993,tt0397442,4,17,Gossip Girl,Empire of the Son,2011,\N,CW,7.7,347,82
tt1635994,tt0397442,4,18,Gossip Girl,The Kids Stay in the Picture,2011,\N,CW,6.9,351,83
tt1635995,tt0397442,4,19,Gossip Girl,Petty in Pink,2011,\N,CW,7.6,322,84
tt1635996,tt0397442,4,2,Gossip Girl,Double Identity,2010,\N,CW,8.0,488,67
tt1635997,tt0397442,4,20,Gossip Girl,The Princesses and the Frog,2011,\N,CW,7.0,353,85
tt1635998,tt0397442,4,21,Gossip Girl,Shattered Bass,2011,\N,CW,7.1,351,86
tt1635999,tt0397442,4,22,Gossip Girl,The Wrong Goodbye,2011,\N,CW,7.7,440,87
tt1636000,tt0397442,4,3,Gossip Girl,The Undergraduates,2010,\N,CW,7.6,353,68
tt1636001,tt0397442,4,4,Gossip Girl,Touch of Eva,2010,\N,CW,7.7,335,69
tt1636002,tt0397442,4,5,Gossip Girl,"Goodbye, Columbia",2010,\N,CW,7.6,321,70
tt1636003,tt0397442,4,6,Gossip Girl,Easy J,2010,\N,CW,7.7,366,71
tt1636004,tt0397442,4,7,Gossip Girl,War at the Roses,2010,\N,CW,7.7,411,72
tt1636005,tt0397442,4,8,Gossip Girl,Juliet Doesn't Live Here Anymore,2010,\N,CW,7.7,374,73
tt1636006,tt0397442,4,9,Gossip Girl,The Witches of Bushwick,2010,\N,CW,7.7,384,74
tt1926567,tt0397442,5,1,Gossip Girl,"Yes, Then Zero",2011,\N,CW,7.7,472,88
tt1942310,tt0397442,5,16,Gossip Girl,Cross Rhodes,2012,\N,CW,7.7,317,103
tt1942311,tt0397442,5,17,Gossip Girl,The Princess Dowry,2012,\N,CW,7.6,328,104
tt1942312,tt0397442,5,18,Gossip Girl,Con-Heir,2012,\N,CW,7.1,344,105
tt1942313,tt0397442,5,19,Gossip Girl,"It Girl, Interrupted",2012,\N,CW,6.7,319,106
tt1942314,tt0397442,5,20,Gossip Girl,Salon of the Dead,2012,\N,CW,7.3,317,107
tt1942315,tt0397442,5,21,Gossip Girl,Despicable B,2012,\N,CW,6.9,327,108
tt1942316,tt0397442,5,22,Gossip Girl,Raiders of the Lost Art,2012,\N,CW,7.7,341,109
tt1979706,tt0397442,5,10,Gossip Girl,Riding in Town Cars with Boys,2011,\N,CW,7.8,402,97
tt1979707,tt0397442,5,11,Gossip Girl,The End of the Affair?,2012,\N,CW,6.6,422,98
tt1979708,tt0397442,5,12,Gossip Girl,Father and the Bride,2012,\N,CW,7.2,320,99
tt1979709,tt0397442,5,13,Gossip Girl,G.G.,2012,\N,CW,7.9,476,100
tt1979710,tt0397442,5,14,Gossip Girl,The Backup Dan,2012,\N,CW,7.7,323,101
tt1979711,tt0397442,5,15,Gossip Girl,"Crazy, Cupid, Love",2012,\N,CW,7.4,356,102
tt1979712,tt0397442,5,2,Gossip Girl,Beauty and the Feast,2011,\N,CW,6.8,356,89
tt1979713,tt0397442,5,3,Gossip Girl,The Jewel of Denial,2011,\N,CW,7.6,312,90
tt1979714,tt0397442,5,4,Gossip Girl,Memoirs of an Invisible Dan,2011,\N,CW,7.7,338,91
tt1979715,tt0397442,5,5,Gossip Girl,The Fasting and the Furious,2011,\N,CW,6.9,327,92
tt1979716,tt0397442,5,6,Gossip Girl,I Am Number Nine,2011,\N,CW,7.6,322,93
tt1979717,tt0397442,5,7,Gossip Girl,The Big Sleep No More,2011,\N,CW,6.8,340,94
tt1979718,tt0397442,5,8,Gossip Girl,All the Pretty Sources,2011,\N,CW,7.7,307,95
tt1979719,tt0397442,5,9,Gossip Girl,Rhodes to Perdition,2011,\N,CW,7.1,319,96
tt2072501,tt0397442,5,23,Gossip Girl,The Fugitives,2012,\N,CW,7.1,291,110
tt2072502,tt0397442,5,24,Gossip Girl,The Return of the Ring,2012,\N,CW,7.6,365,111
tt2360062,tt0397442,6,2,Gossip Girl,High Infidelity,2012,\N,CW,6.7,356,113
tt2366338,tt0397442,6,6,Gossip Girl,Where the Vile Things Are,2012,\N,CW,7.5,297,117
tt2399795,tt0397442,6,1,Gossip Girl,Gone Maybe Gone,2012,\N,CW,7.6,507,112
tt2440778,tt0397442,6,3,Gossip Girl,Dirty Rotten Scandals,2012,\N,CW,6.5,341,114
tt2450692,tt0397442,6,4,Gossip Girl,Portrait of a Lady Alexander,2012,\N,CW,6.6,330,115
tt2461438,tt0397442,6,5,Gossip Girl,Monstrous Ball,2012,\N,CW,6.6,312,116
tt2461448,tt0397442,6,7,Gossip Girl,Save the Last Chance,2012,\N,CW,7.6,310,118
tt2461452,tt0397442,6,8,Gossip Girl,It's Really Complicated,2012,\N,CW,7.6,309,119
tt2461456,tt0397442,6,9,Gossip Girl,The Revengers,2012,\N,CW,7.7,371,120
tt2461460,tt0397442,6,10,Gossip Girl,"New York, I Love You XOXO",2012,\N,CW,8.8,1490,121
tt0539315,tt0158552,8,14,Charmed,12 Angry Zen,2006,\N,CW,7.9,311,171
tt0539316,tt0158552,7,1,Charmed,A Call to Arms,2004,\N,CW,7.7,360,136
tt0539317,tt0158552,4,6,Charmed,A Knight to Remember,2001,\N,CW,8.1,404,73
tt0539318,tt0158552,4,10,Charmed,A Paige from the Past,2002,\N,CW,8.6,427,77
tt0539319,tt0158552,5,8,Charmed,A Witch in Time,2002,\N,CW,8.7,387,97
tt0539320,tt0158552,5,1,Charmed,A Witch's Tail: Part 1,2002,\N,CW,8.4,436,90
tt0539321,tt0158552,5,2,Charmed,A Witch's Tail: Part 2,2002,\N,CW,8.4,397,91
tt0539322,tt0158552,6,20,Charmed,A Wrong Day's Journey Into Right,2004,\N,CW,7.5,321,132
tt0539323,tt0158552,3,4,Charmed,All Halliwell's Eve,2000,\N,CW,8.7,538,49
tt0539324,tt0158552,3,22,Charmed,All Hell Breaks Loose,2001,\N,CW,9.2,810,67
tt0539325,tt0158552,2,13,Charmed,Animal Pragmatism,2000,\N,CW,7.5,446,36
tt0539326,tt0158552,2,21,Charmed,"Apocalypse, Not",2000,\N,CW,8.3,467,44
tt0539327,tt0158552,2,20,Charmed,Astral Monkey,2000,\N,CW,8.4,465,43
tt0539328,tt0158552,2,12,Charmed,Awakened,2000,\N,CW,8.6,498,35
tt0539329,tt0158552,5,16,Charmed,Baby's First Demon,2003,\N,CW,7.8,321,105
tt0539330,tt0158552,8,8,Charmed,Battle of the Hexes,2005,\N,CW,7.1,296,165
tt0539331,tt0158552,2,22,Charmed,Be Careful What You Witch For,2000,\N,CW,8.4,476,45
tt0539332,tt0158552,4,18,Charmed,Bite Me,2002,\N,CW,8.4,405,85
tt0539333,tt0158552,4,8,Charmed,Black as Cole,2001,\N,CW,8.4,411,75
tt0539334,tt0158552,3,11,Charmed,Blinded by the Whitelighter,2001,\N,CW,8.4,450,56
tt0539335,tt0158552,4,7,Charmed,Brain Drain,2001,\N,CW,8.7,446,74
tt0539336,tt0158552,3,13,Charmed,Bride and Gloom,2001,\N,CW,8.6,433,58
tt0539337,tt0158552,7,14,Charmed,Carpe Demon,2005,\N,CW,7.6,326,149
tt0539338,tt0158552,5,18,Charmed,Cat House,2003,\N,CW,8.1,373,107
tt0539339,tt0158552,5,12,Charmed,Centennial Charmed,2003,\N,CW,8.8,455,101
tt0539340,tt0158552,7,13,Charmed,Charmageddon,2005,\N,CW,8.4,345,148
tt0539341,tt0158552,4,1,Charmed,Charmed Again: Part 1,2001,\N,CW,8.8,561,68
tt0539342,tt0158552,4,2,Charmed,Charmed Again: Part 2,2001,\N,CW,8.8,479,69
tt0539343,tt0158552,7,8,Charmed,Charmed Noir,2004,\N,CW,8.5,379,143
tt0539344,tt0158552,4,13,Charmed,Charmed and Dangerous,2002,\N,CW,8.9,455,80
tt0539345,tt0158552,7,4,Charmed,Charrrmed!,2004,\N,CW,7.3,329,139
tt0539346,tt0158552,7,3,Charmed,Cheaper by the Coven,2004,\N,CW,7.9,355,138
tt0539347,tt0158552,2,18,Charmed,Chick Flick,2000,\N,CW,8.7,516,41
tt0539348,tt0158552,6,10,Charmed,Chris-Crossed,2003,\N,CW,8.7,443,122
tt0539349,tt0158552,3,9,Charmed,Coyote Piper,2001,\N,CW,8.6,469,54
tt0539350,tt0158552,6,19,Charmed,Crimes & Witch Demeanors,2004,\N,CW,7.4,353,131
tt0539351,tt0158552,1,4,Charmed,Dead Man Dating,1998,\N,CW,8.5,644,5
tt9035174,tt6394324,1,4,Charmed,Exorcise Your Demons,2018,\N,CW,5.2,382,5
tt0539352,tt0158552,7,21,Charmed,Death Becomes Them,2005,\N,CW,8.2,312,156
tt0539353,tt0158552,3,16,Charmed,Death Takes a Halliwell,2001,\N,CW,8.5,443,61
tt0539354,tt0158552,8,4,Charmed,Desperate Housewitches,2005,\N,CW,8.0,334,161
tt0539355,tt0158552,1,5,Charmed,Dream Sorcerer,1998,\N,CW,7.8,562,6
tt9005738,tt6394324,1,5,Charmed,Other Women,2018,\N,CW,5.2,322,6
tt0539356,tt0158552,1,22,Charmed,Déjà Vu All Over Again,1999,\N,CW,9.1,702,23
tt0539357,tt0158552,4,4,Charmed,Enter the Demon,2001,\N,CW,8.3,426,71
tt0539358,tt0158552,2,19,Charmed,Ex Libris,2000,\N,CW,8.3,451,42
tt0539359,tt0158552,3,20,Charmed,Exit Strategy,2001,\N,CW,8.4,414,65
tt0539360,tt0158552,7,12,Charmed,Extreme Makeover World Edition,2005,\N,CW,8.3,325,147
tt0539361,tt0158552,1,11,Charmed,Feats of Clay,1999,\N,CW,7.3,526,12
tt0539362,tt0158552,6,3,Charmed,Forget Me... Not,2003,\N,CW,8.1,359,115
tt0539363,tt0158552,7,19,Charmed,Freaky Phoebe,2005,\N,CW,7.8,316,154
tt0539364,tt0158552,1,13,Charmed,From Fear to Eternity,1999,\N,CW,8.4,557,14
tt0539365,tt0158552,2,15,Charmed,Give Me a Sign,2000,\N,CW,7.8,445,38
tt0539366,tt0158552,5,3,Charmed,Happily Ever After,2002,\N,CW,8.4,407,92
tt0539367,tt0158552,2,10,Charmed,Heartbreak City,2000,\N,CW,7.8,454,33
tt0539368,tt0158552,4,3,Charmed,Hell Hath No Fury,2001,\N,CW,8.7,472,70
tt0539369,tt0158552,5,13,Charmed,House Call,2003,\N,CW,7.9,346,102
tt0539370,tt0158552,2,17,Charmed,How to Make a Quilt Out of Americans,2000,\N,CW,7.8,446,40
tt0539371,tt0158552,8,9,Charmed,Hulkus Pocus,2005,\N,CW,7.3,298,166
tt0539372,tt0158552,6,17,Charmed,Hyde School Reunion,2004,\N,CW,7.5,349,129
tt0539373,tt0158552,6,15,Charmed,I Dream of Phoebe,2004,\N,CW,8.1,365,127
tt0539374,tt0158552,1,2,Charmed,I've Got You Under My Skin,1998,\N,CW,7.7,639,3
tt8914554,tt6394324,1,2,Charmed,Let This Mother Out,2018,\N,CW,5.3,560,3
tt0539375,tt0158552,7,20,Charmed,Imaginary Fiends,2005,\N,CW,8.1,304,155
tt0539376,tt0158552,1,15,Charmed,Is There a Woogy in the House?,1999,\N,CW,8.3,542,16
tt0539377,tt0158552,6,22,Charmed,"It's a Bad, Bad, Bad, Bad World: Part 1",2004,\N,CW,8.6,390,134
tt0539378,tt0158552,6,23,Charmed,"It's a Bad, Bad, Bad, Bad World: Part 2",2004,\N,CW,8.8,406,135
tt0539379,tt0158552,3,15,Charmed,Just Harried,2001,\N,CW,8.7,469,60
tt0539380,tt0158552,8,6,Charmed,Kill Billie: Vol.1,2005,\N,CW,7.2,286,163
tt0539381,tt0158552,7,18,Charmed,Little Box of Horrors,2005,\N,CW,7.7,315,153
tt0539382,tt0158552,6,9,Charmed,Little Monsters,2003,\N,CW,7.7,330,121
tt0539383,tt0158552,4,20,Charmed,Long Live the Queen,2002,\N,CW,8.9,461,87
tt0539384,tt0158552,3,21,Charmed,Look Who's Barking,2001,\N,CW,8.5,462,66
tt0539385,tt0158552,4,12,Charmed,Lost and Bound,2002,\N,CW,8.1,387,79
tt0539386,tt0158552,1,21,Charmed,Love Hurts,1999,\N,CW,8.6,531,22
tt0539387,tt0158552,6,5,Charmed,Love's a Witch,2003,\N,CW,7.7,353,117
tt0539388,tt0158552,5,17,Charmed,Lucky Charmed,2003,\N,CW,7.3,347,106
tt0539389,tt0158552,3,2,Charmed,Magic Hour,2000,\N,CW,8.1,445,47
tt0539390,tt0158552,8,2,Charmed,Malice in Wonderland,2005,\N,CW,7.0,323,159
tt0539391,tt0158552,4,15,Charmed,Marry-Go-Round,2002,\N,CW,8.5,390,82
tt0539392,tt0158552,2,2,Charmed,Morality Bites,1999,\N,CW,8.7,730,25
tt0539393,tt0158552,8,11,Charmed,Mr. & Mrs. Witch,2006,\N,CW,7.2,294,168
tt0539394,tt0158552,2,9,Charmed,Ms. Hellfire,2000,\N,CW,8.5,497,32
tt0539395,tt0158552,2,16,Charmed,Murphy's Luck,2000,\N,CW,8.3,467,39
tt0539396,tt0158552,4,9,Charmed,Muse to My Ears,2001,\N,CW,7.8,381,76
tt0539397,tt0158552,6,6,Charmed,My Three Witches,2003,\N,CW,7.8,343,118
tt0539398,tt0158552,5,21,Charmed,Necromancing the Stone,2003,\N,CW,7.7,339,110
tt0539399,tt0158552,5,19,Charmed,Nymphs Just Wanna Have Fun,2003,\N,CW,7.1,346,108
tt0539400,tt0158552,5,22,Charmed,Oh My Goddess!: Part 1,2003,\N,CW,8.2,398,111
tt0539401,tt0158552,5,23,Charmed,Oh My Goddess!: Part 2,2003,\N,CW,8.3,379,112
tt0539402,tt0158552,3,3,Charmed,Once Upon a Time,2000,\N,CW,7.9,462,48
tt0539403,tt0158552,7,6,Charmed,Once in a Blue Moon,2004,\N,CW,7.4,326,141
tt0539404,tt0158552,7,11,Charmed,Ordinary Witches,2005,\N,CW,7.8,312,146
tt0539405,tt0158552,1,19,Charmed,Out of Sight,1999,\N,CW,8.3,508,20
tt0539406,tt0158552,2,8,Charmed,P3 H2O,1999,\N,CW,8.4,502,31
tt0539407,tt0158552,2,14,Charmed,Pardon My Past,2000,\N,CW,8.3,482,37
tt0539408,tt0158552,8,12,Charmed,Payback's a Witch,2006,\N,CW,7.4,280,169
tt0539409,tt0158552,3,7,Charmed,Power Outage,2000,\N,CW,8.7,457,52
tt0539410,tt0158552,3,17,Charmed,Pre-Witched,2001,\N,CW,8.5,437,62
tt0539411,tt0158552,3,6,Charmed,Primrose Empath,2000,\N,CW,8.6,471,51
tt0539412,tt0158552,6,12,Charmed,Prince Charmed,2004,\N,CW,7.5,332,124
tt0539413,tt0158552,2,11,Charmed,Reckless Abandon,2000,\N,CW,7.8,432,34
tt0539414,tt0158552,8,13,Charmed,Repo Manor,2006,\N,CW,8.1,315,170
tt0539415,tt0158552,8,5,Charmed,Rewitched,2005,\N,CW,7.9,318,162
tt0539416,tt0158552,8,3,Charmed,"Run, Piper, Run",2005,\N,CW,7.8,331,160
tt0539417,tt0158552,5,9,Charmed,Sam I Am,2002,\N,CW,8.0,350,98
